complaint_id,date_received,product,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,category
103125,2023-11-24,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. I have documentation to support my claim.,Chase,NY,Referral,In progress,Yes,No,0
103126,2024-03-05,Mortgage,I requested information about my escrow account but received no response. This situation is causing me significant financial stress.,Discover,NY,Web,Closed with explanation,Yes,Yes,3
103127,2024-07-08,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I need immediate assistance with this matter.,American Express,FL,Phone,Closed with monetary relief,Yes,No,0
103128,2025-05-09,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. I have tried to resolve this issue multiple times.,Discover,CA,Web,Closed,Yes,N/A,1
103129,2024-12-04,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I need immediate assistance with this matter.,Capital One,FL,Postal mail,Closed with non-monetary relief,Yes,N/A,0
103130,2024-07-07,Mortgage,I requested information about my escrow account but received no response. This has been ongoing for several months.,USAA,PA,Referral,In progress,No,No,3
103131,2025-04-12,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. I have documentation to support my claim.,Navy Federal,FL,Referral,Closed with non-monetary relief,Yes,Yes,2
103132,2025-07-15,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. This situation is causing me significant financial stress.,Bank of America,CA,Web,In progress,Yes,No,0
103133,2024-08-15,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have documentation to support my claim.,Wells Fargo,IL,Referral,Closed with explanation,Yes,No,0
103134,2025-02-03,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. The company has not responded to my previous complaints.,Citibank,CA,Referral,Closed with explanation,Yes,Yes,1
103135,2024-09-13,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. I need immediate assistance with this matter.,Synchrony Financial,NY,Referral,In progress,Yes,N/A,1
103136,2023-11-26,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. This situation is causing me significant financial stress.,Discover,GA,Phone,In progress,Yes,Yes,0
103137,2024-03-20,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. This situation is causing me significant financial stress.,Chase,TX,Referral,In progress,Yes,Yes,2
103138,2025-05-02,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. This situation is causing me significant financial stress.,American Express,CA,Referral,Closed with non-monetary relief,Yes,N/A,1
103139,2025-04-20,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I have documentation to support my claim.,Wells Fargo,FL,Postal mail,Closed with monetary relief,Yes,N/A,0
103140,2025-04-12,Mortgage,Mortgage servicer transferred my loan without proper notification. The company has not responded to my previous complaints.,Bank of America,PA,Postal mail,Closed,Yes,N/A,3
103141,2024-02-18,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. I have documentation to support my claim.,Chase,CA,Postal mail,Closed with explanation,Yes,N/A,1
103142,2024-11-02,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed.,Chase,NY,Email,Closed with explanation,Yes,No,0
103143,2024-08-05,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I have tried to resolve this issue multiple times.,Chase,TX,Email,Closed with non-monetary relief,Yes,Yes,2
103144,2024-05-01,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. This situation is causing me significant financial stress.,Bank of America,NC,Email,Closed,Yes,No,2
103145,2024-10-11,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have documentation to support my claim.,Navy Federal,TX,Postal mail,Closed with explanation,Yes,No,0
103146,2024-07-30,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. The company has not responded to my previous complaints.,Citibank,NC,Phone,Closed with monetary relief,Yes,Yes,0
103147,2024-02-26,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I have documentation to support my claim.,Discover,MI,Postal mail,Closed,Yes,No,0
103148,2023-11-13,Debt collection,Debt collector contacted my employer and family members about my personal debt. I have documentation to support my claim.,Bank of America,OH,Email,In progress,Yes,N/A,1
103149,2025-08-30,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. I have documentation to support my claim.,Discover,NY,Postal mail,In progress,Yes,No,2
103150,2024-04-08,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. This has been ongoing for several months.,American Express,MI,Referral,In progress,Yes,Yes,1
103151,2024-05-17,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I have tried to resolve this issue multiple times.,Capital One,IL,Phone,Closed with explanation,Yes,No,0
103152,2025-06-01,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. The company has not responded to my previous complaints.,Chase,GA,Referral,Closed with explanation,Yes,N/A,0
103153,2024-04-04,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I have tried to resolve this issue multiple times.,Citibank,MI,Phone,In progress,Yes,Yes,0
103154,2025-02-28,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I have documentation to support my claim.,Chase,FL,Web,Closed with monetary relief,Yes,N/A,2
103155,2025-01-08,Mortgage,I applied for a loan modification but received no response for over six months. This situation is causing me significant financial stress.,Synchrony Financial,PA,Referral,Closed with non-monetary relief,Yes,N/A,3
103156,2024-08-15,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. This has been ongoing for several months.,Discover,MI,Email,Closed with non-monetary relief,Yes,No,1
103157,2025-06-13,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. I have documentation to support my claim.,Wells Fargo,FL,Web,Closed with non-monetary relief,Yes,No,2
103158,2023-11-08,Mortgage,My mortgage servicer lost my payment and now claims I am in default. This situation is causing me significant financial stress.,Chase,NY,Referral,Closed with non-monetary relief,Yes,N/A,3
103159,2024-10-18,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. I need immediate assistance with this matter.,Chase,TX,Referral,Closed with monetary relief,Yes,Yes,3
103160,2025-06-09,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. This has been ongoing for several months.,USAA,TX,Postal mail,Closed with monetary relief,Yes,N/A,0
103161,2025-02-03,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. I need immediate assistance with this matter.,American Express,NY,Web,Closed with explanation,Yes,N/A,2
103162,2024-02-19,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have documentation to support my claim.,Citibank,GA,Postal mail,Closed,Yes,Yes,0
103163,2024-03-01,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I need immediate assistance with this matter.,Bank of America,MI,Email,Closed with non-monetary relief,Yes,Yes,0
103164,2025-08-09,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor.,Wells Fargo,FL,Email,Closed with explanation,Yes,N/A,0
103165,2023-11-18,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. I have documentation to support my claim.,Bank of America,GA,Phone,Closed,Yes,No,1
103166,2025-05-11,Mortgage,My mortgage servicer lost my payment and now claims I am in default.,Navy Federal,NC,Referral,Closed with explanation,Yes,N/A,3
103167,2025-02-09,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. This situation is causing me significant financial stress.,USAA,PA,Web,In progress,Yes,N/A,2
103168,2025-05-07,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I need immediate assistance with this matter.,Chase,MI,Web,Closed with non-monetary relief,Yes,Yes,0
103169,2024-06-09,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. I need immediate assistance with this matter.,Wells Fargo,NC,Web,Closed with monetary relief,Yes,Yes,1
103170,2024-10-08,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. The company has not responded to my previous complaints.,American Express,OH,Postal mail,Closed with explanation,Yes,Yes,1
103171,2023-11-03,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. I have tried to resolve this issue multiple times.,American Express,FL,Web,In progress,Yes,Yes,2
103172,2024-10-15,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. This situation is causing me significant financial stress.,Wells Fargo,PA,Email,Closed with monetary relief,Yes,N/A,1
103173,2023-12-19,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. This situation is causing me significant financial stress.,Wells Fargo,GA,Postal mail,Closed,Yes,N/A,0
103174,2024-12-11,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. I have documentation to support my claim.,Navy Federal,NY,Referral,In progress,Yes,Yes,3
103175,2025-10-12,Debt collection,Received aggressive and abusive calls from debt collector using threatening language. This situation is causing me significant financial stress.,Capital One,MI,Postal mail,Closed with non-monetary relief,Yes,Yes,1
103176,2025-06-10,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. I have tried to resolve this issue multiple times.,Chase,OH,Referral,Closed,Yes,Yes,3
103177,2024-12-22,Mortgage,I applied for a loan modification but received no response for over six months. This has been ongoing for several months.,Chase,PA,Referral,Closed,Yes,N/A,3
103178,2024-11-03,Debt collection,Debt collector contacted my employer and family members about my personal debt.,USAA,IL,Phone,Closed with non-monetary relief,Yes,N/A,1
103179,2024-05-11,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. I have documentation to support my claim.,USAA,CA,Email,Closed,Yes,N/A,2
103180,2024-01-22,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I have documentation to support my claim.,American Express,FL,Referral,Closed with monetary relief,Yes,No,0
103181,2024-02-13,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. I have documentation to support my claim.,Navy Federal,OH,Phone,Closed with non-monetary relief,Yes,Yes,1
103182,2024-11-08,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. The company has not responded to my previous complaints.,Citibank,FL,Phone,Closed,Yes,No,0
103183,2023-12-08,Mortgage,Foreclosure proceedings started despite making all required payments on time. This situation is causing me significant financial stress.,Wells Fargo,IL,Email,Closed with non-monetary relief,Yes,N/A,3
103184,2025-01-27,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly. I have tried to resolve this issue multiple times.,Citibank,CA,Referral,Closed with explanation,Yes,N/A,2
103185,2024-10-11,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. I have documentation to support my claim.,USAA,GA,Postal mail,Closed with explanation,Yes,N/A,2
103186,2025-01-20,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents. I have documentation to support my claim.,Discover,GA,Postal mail,In progress,Yes,N/A,2
103187,2024-11-16,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. I need immediate assistance with this matter.,Synchrony Financial,OH,Email,Closed with monetary relief,Yes,N/A,0
103188,2024-10-16,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have tried to resolve this issue multiple times.,Citibank,OH,Phone,In progress,Yes,N/A,0
103189,2025-01-16,Mortgage,My home appraisal came in lower than expected affecting my refinancing options.,American Express,OH,Email,In progress,Yes,N/A,3
103190,2025-08-16,Debt collection,Received aggressive and abusive calls from debt collector using threatening language.,American Express,NY,Phone,Closed with non-monetary relief,Yes,Yes,1
103191,2024-11-03,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I have tried to resolve this issue multiple times.,Capital One,IL,Web,In progress,Yes,No,0
103192,2024-11-14,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. The company has not responded to my previous complaints.,Navy Federal,PA,Email,Closed with explanation,Yes,Yes,2
103193,2024-09-07,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have tried to resolve this issue multiple times.,Navy Federal,FL,Phone,Closed with monetary relief,Yes,N/A,0
103194,2024-12-15,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I need immediate assistance with this matter.,Synchrony Financial,FL,Web,Closed with non-monetary relief,Yes,N/A,0
103195,2025-01-11,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. I need immediate assistance with this matter.,Chase,NY,Phone,In progress,Yes,No,2
103196,2025-04-18,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. This situation is causing me significant financial stress.,American Express,TX,Phone,Closed with explanation,Yes,N/A,0
103197,2024-04-11,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. I have documentation to support my claim.,Navy Federal,NY,Referral,Closed with non-monetary relief,Yes,No,0
103198,2025-06-23,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report.,Capital One,IL,Phone,Closed with non-monetary relief,Yes,No,0
103199,2024-03-19,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I need immediate assistance with this matter.,American Express,NY,Postal mail,Closed with non-monetary relief,Yes,No,0
103200,2025-10-02,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I have documentation to support my claim.,Wells Fargo,NC,Web,Closed,Yes,Yes,0
103201,2025-05-28,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have tried to resolve this issue multiple times.,Bank of America,TX,Phone,In progress,Yes,N/A,0
103202,2024-03-29,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. This has been ongoing for several months.,Capital One,IL,Referral,Closed with non-monetary relief,Yes,No,2
103203,2023-12-17,Consumer Loan,I was charged prepayment penalties that were not disclosed in my loan documents.,Capital One,FL,Postal mail,In progress,Yes,No,2
103204,2025-01-20,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. This situation is causing me significant financial stress.,Synchrony Financial,CA,Web,Closed,Yes,N/A,3
103205,2025-05-06,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. I have documentation to support my claim.,Wells Fargo,NC,Postal mail,Closed with monetary relief,Yes,N/A,3
103206,2024-07-22,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I have tried to resolve this issue multiple times.,Synchrony Financial,GA,Referral,In progress,Yes,No,2
103207,2023-11-22,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I need immediate assistance with this matter.,Discover,OH,Referral,Closed with non-monetary relief,Yes,N/A,0
103208,2025-06-28,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This has been ongoing for several months.,Capital One,CA,Web,Closed with monetary relief,Yes,N/A,0
103209,2024-07-28,Mortgage,Foreclosure proceedings started despite making all required payments on time.,USAA,TX,Web,Closed with monetary relief,Yes,No,3
103210,2024-05-07,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have documentation to support my claim.,Wells Fargo,CA,Web,Closed with non-monetary relief,Yes,Yes,0
103211,2023-11-22,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information.,Chase,FL,Web,Closed with monetary relief,Yes,Yes,2
103212,2024-07-03,Mortgage,Foreclosure proceedings started despite making all required payments on time. This situation is causing me significant financial stress.,Citibank,TX,Postal mail,Closed with explanation,Yes,No,3
103213,2024-03-12,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. I have tried to resolve this issue multiple times.,Bank of America,NY,Postal mail,In progress,Yes,N/A,0
103214,2025-05-05,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I need immediate assistance with this matter.,Wells Fargo,NY,Web,Closed with non-monetary relief,Yes,No,0
103215,2024-10-31,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. The company has not responded to my previous complaints.,Discover,FL,Email,Closed,Yes,N/A,2
103216,2025-09-23,Debt collection,Debt collector contacted my employer and family members about my personal debt. I have documentation to support my claim.,Navy Federal,FL,Email,Closed,Yes,No,1
103217,2025-06-12,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. This situation is causing me significant financial stress.,Discover,MI,Phone,Closed with non-monetary relief,Yes,No,0
103218,2025-04-30,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. I have tried to resolve this issue multiple times.,Chase,GA,Referral,In progress,Yes,N/A,1
103219,2024-02-11,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. The company has not responded to my previous complaints.,Navy Federal,FL,Web,Closed with monetary relief,Yes,N/A,0
103220,2024-06-22,Debt collection,I requested validation of debt but the collector continued collection activities.,Citibank,IL,Referral,Closed with non-monetary relief,Yes,No,1
103221,2024-08-09,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I need immediate assistance with this matter.,Bank of America,NC,Phone,Closed with explanation,Yes,N/A,0
103222,2025-07-19,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I need immediate assistance with this matter.,Wells Fargo,NC,Postal mail,Closed with explanation,Yes,N/A,0
103223,2024-02-07,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I need immediate assistance with this matter.,Synchrony Financial,TX,Email,Closed with non-monetary relief,Yes,N/A,2
103224,2025-09-11,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I need immediate assistance with this matter.,Bank of America,CA,Postal mail,Closed with explanation,Yes,No,0
103225,2025-07-10,Debt collection,Debt collector contacted my employer and family members about my personal debt. I need immediate assistance with this matter.,Discover,NC,Referral,In progress,Yes,Yes,1
103226,2025-07-21,Debt collection,Debt collector contacted my employer and family members about my personal debt. I have documentation to support my claim.,Synchrony Financial,OH,Phone,In progress,Yes,N/A,1
103227,2024-09-03,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items.,Synchrony Financial,NY,Phone,Closed,Yes,N/A,0
103228,2025-05-25,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. I have tried to resolve this issue multiple times.,Citibank,NY,Referral,Closed with non-monetary relief,Yes,No,1
103229,2024-05-18,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I have documentation to support my claim.,Wells Fargo,TX,Email,Closed with monetary relief,Yes,N/A,0
103230,2024-10-31,Mortgage,I requested information about my escrow account but received no response. I have tried to resolve this issue multiple times.,USAA,MI,Referral,Closed with non-monetary relief,Yes,No,3
103231,2024-10-23,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I have documentation to support my claim.,American Express,CA,Postal mail,Closed with non-monetary relief,Yes,N/A,2
103232,2024-10-05,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have tried to resolve this issue multiple times.,Wells Fargo,OH,Referral,Closed,Yes,N/A,0
103233,2023-12-27,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly. This has been ongoing for several months.,Bank of America,NC,Web,Closed with monetary relief,Yes,No,2
103234,2024-06-04,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information. I have documentation to support my claim.,Capital One,TX,Referral,Closed with explanation,Yes,No,2
103235,2024-12-02,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I have documentation to support my claim.,Citibank,NC,Phone,Closed with explanation,Yes,No,0
103236,2025-10-07,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have tried to resolve this issue multiple times.,Bank of America,NY,Postal mail,Closed with non-monetary relief,Yes,Yes,0
103237,2025-08-23,Mortgage,I am underwater on my mortgage and need assistance but lender won't work with me. I have documentation to support my claim.,USAA,PA,Postal mail,Closed with non-monetary relief,Yes,No,3
103238,2024-10-11,Debt collection,Debt collector sued me without proper documentation or proof of the alleged debt. I have documentation to support my claim.,American Express,TX,Phone,Closed with monetary relief,Yes,No,1
103239,2024-10-15,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This has been ongoing for several months.,Discover,PA,Email,Closed with explanation,Yes,N/A,0
103240,2023-12-15,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I have documentation to support my claim.,Bank of America,IL,Web,Closed,Yes,N/A,2
103241,2025-08-02,Consumer Loan,The loan terms changed after I signed the agreement without my consent. This has been ongoing for several months.,Navy Federal,IL,Phone,Closed,Yes,N/A,2
103242,2024-03-16,Consumer Loan,The loan terms changed after I signed the agreement without my consent. This has been ongoing for several months.,Bank of America,MI,Postal mail,In progress,Yes,Yes,2
103243,2024-11-26,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. The company has not responded to my previous complaints.,Synchrony Financial,NC,Postal mail,Closed with monetary relief,Yes,N/A,0
103244,2024-06-19,Debt collection,Debt collector contacted my employer and family members about my personal debt. This has been ongoing for several months.,Wells Fargo,FL,Web,Closed with monetary relief,Yes,N/A,1
103245,2025-05-11,Debt collection,Debt collector contacted my employer and family members about my personal debt. I need immediate assistance with this matter.,Wells Fargo,TX,Email,Closed,Yes,Yes,1
103246,2023-12-13,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I have tried to resolve this issue multiple times.,Bank of America,FL,Phone,Closed with explanation,Yes,Yes,0
103247,2025-02-13,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. The company has not responded to my previous complaints.,American Express,MI,Postal mail,Closed,Yes,N/A,0
103248,2025-09-13,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I need immediate assistance with this matter.,Navy Federal,NC,Postal mail,Closed with non-monetary relief,Yes,N/A,0
103249,2024-08-10,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I have tried to resolve this issue multiple times.,Synchrony Financial,GA,Referral,Closed with explanation,Yes,N/A,0
103250,2024-07-29,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I have tried to resolve this issue multiple times.,American Express,CA,Postal mail,Closed with monetary relief,Yes,No,0
103251,2024-04-11,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. I have documentation to support my claim.,American Express,IL,Referral,Closed with non-monetary relief,Yes,No,2
103252,2025-06-24,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. I have tried to resolve this issue multiple times.,Navy Federal,TX,Postal mail,Closed with monetary relief,No,Yes,0
103253,2025-09-19,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. I have tried to resolve this issue multiple times.,USAA,MI,Phone,Closed with non-monetary relief,Yes,Yes,1
103254,2025-05-25,Mortgage,My mortgage company is charging excessive and unexplained fees on my account. This has been ongoing for several months.,Wells Fargo,FL,Web,In progress,Yes,N/A,3
103255,2025-09-26,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. This situation is causing me significant financial stress.,Discover,GA,Postal mail,Closed with monetary relief,Yes,N/A,0
103256,2024-01-04,Mortgage,I requested information about my escrow account but received no response. The company has not responded to my previous complaints.,Synchrony Financial,PA,Postal mail,Closed with explanation,Yes,N/A,3
103257,2025-05-30,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. This has been ongoing for several months.,American Express,NC,Postal mail,Closed,Yes,No,0
103258,2024-04-11,Consumer Loan,The loan terms changed after I signed the agreement without my consent. This situation is causing me significant financial stress.,American Express,GA,Postal mail,Closed with monetary relief,Yes,N/A,2
103259,2024-07-17,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. The company has not responded to my previous complaints.,Capital One,TX,Postal mail,Closed with non-monetary relief,Yes,N/A,3
103260,2024-08-10,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. This situation is causing me significant financial stress.,Wells Fargo,PA,Phone,Closed with explanation,Yes,N/A,0
103261,2025-02-12,Mortgage,My mortgage servicer lost my payment and now claims I am in default. I need immediate assistance with this matter.,Discover,IL,Referral,Closed,Yes,N/A,3
103262,2024-02-26,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. This has been ongoing for several months.,American Express,PA,Email,Closed,Yes,N/A,0
103263,2024-07-26,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I need immediate assistance with this matter.,Bank of America,TX,Email,Closed with monetary relief,Yes,N/A,0
103264,2023-11-08,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. The company has not responded to my previous complaints.,American Express,NY,Phone,Closed with non-monetary relief,Yes,N/A,0
103265,2024-10-06,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. I have documentation to support my claim.,Navy Federal,GA,Web,Closed with non-monetary relief,Yes,N/A,1
103266,2025-06-30,Debt collection,I requested validation of debt but the collector continued collection activities. This situation is causing me significant financial stress.,Chase,NC,Referral,Closed,Yes,N/A,1
103267,2025-03-23,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I have documentation to support my claim.,American Express,PA,Referral,Closed with explanation,Yes,N/A,0
103268,2024-12-28,Debt collection,I requested validation of debt but the collector continued collection activities. The company has not responded to my previous complaints.,USAA,MI,Email,In progress,Yes,N/A,1
103269,2024-09-13,Debt collection,I requested validation of debt but the collector continued collection activities. The company has not responded to my previous complaints.,Discover,PA,Postal mail,Closed,No,N/A,1
103270,2024-11-16,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. This situation is causing me significant financial stress.,Capital One,PA,Referral,Closed with monetary relief,Yes,No,0
103271,2025-08-07,Consumer Loan,The loan terms changed after I signed the agreement without my consent.,Capital One,MI,Web,Closed,No,N/A,2
103272,2024-02-06,Debt collection,I am being harassed by debt collectors calling outside of permitted hours.,Citibank,PA,Phone,In progress,Yes,No,1
103273,2025-03-03,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This situation is causing me significant financial stress.,Navy Federal,PA,Postal mail,Closed with monetary relief,Yes,N/A,0
103274,2023-11-28,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. The company has not responded to my previous complaints.,USAA,FL,Referral,Closed with non-monetary relief,Yes,No,2
103275,2024-11-18,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. The company has not responded to my previous complaints.,USAA,OH,Referral,In progress,Yes,N/A,2
103276,2025-03-11,Consumer Loan,I refinanced my loan but the old servicer continues to report negative information. I have documentation to support my claim.,Navy Federal,NC,Email,In progress,Yes,No,2
103277,2025-02-07,Mortgage,I requested information about my escrow account but received no response. This has been ongoing for several months.,Chase,TX,Web,In progress,Yes,N/A,3
103278,2025-08-19,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I have tried to resolve this issue multiple times.,Chase,TX,Postal mail,Closed with explanation,Yes,N/A,0
103279,2024-12-16,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. This situation is causing me significant financial stress.,USAA,IL,Referral,Closed with monetary relief,Yes,N/A,0
103280,2024-11-10,Mortgage,I am underwater on my mortgage and need assistance but lender won't work with me. This situation is causing me significant financial stress.,Synchrony Financial,MI,Referral,Closed with non-monetary relief,No,No,3
103281,2025-10-10,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. I have tried to resolve this issue multiple times.,Wells Fargo,PA,Phone,In progress,Yes,No,2
103282,2024-12-13,Consumer Loan,My loan servicer is not responding to my requests for payment history and account information.,American Express,TX,Referral,In progress,Yes,N/A,2
103283,2025-08-26,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. The company has not responded to my previous complaints.,Wells Fargo,FL,Phone,Closed with explanation,Yes,N/A,1
103284,2025-06-25,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor.,Citibank,GA,Phone,Closed,Yes,N/A,0
